YGR167W	YGR167W@chrVII:832455-833157(+)
YDL025W-A	YDL025W-A@chrIV:405409-405514(+)
YHR062C	YHR062C@chrVIII:222876-223758(-)
YJL081C	YJL081C@chrX:283801-285271(-)
YGR267C	YGR267C@chrVII:1025003-1025735(-)
YMR230W	YMR230W@chrXIII:732413-733141(+)
YDL098C	YDL098C@chrIV:284580-285165(-)
YLR154W-A	YLR154W-A@chrXII:452437-452623(+)
YJL146W	YJL146W@chrX:143291-144701(+)
YBR157C	YBR157C@chrII:553542-554310(-)
YJL070C	YJL070C@chrX:307970-310637(-)
YML126C	YML126C@chrXIII:19059-20535(-)
YAR028W	YAR028W@chrI:184891-185596(+)
YNR065C	YNR065C@chrXIV:750349-753700(-)
YJL107C	YJL107C@chrX:218852-220016(-)
YBL079W	YBL079W@chrII:75258-79767(+)
YIL047C-A	YIL047C-A@chrIX:265098-265467(-)
YDR320C-A	YDR320C-A@chrIV:1108279-1108498(-)
YIL084C	YIL084C@chrIX:202275-203259(-)
YLR223C	YLR223C@chrXII:582232-585490(-)
snR6	snR6@chrXII:366235-366346(+)
YBR126C	YBR126C@chrII:488904-490392(-)
YKL129C	YKL129C@chrXI:196348-200167(-)
YMR119W	YMR119W@chrXIII:505332-507207(+)
YDR013W	YDR013W@chrIV:473156-473783(+)
YER017C	YER017C@chrV:189502-191788(-)
YKL006C-A	YKL006C-A@chrXI:430197-430632(-)
YOL048C	YOL048C@chrXV:240203-241310(-)
YDR237W	YDR237W@chrIV:936614-937493(+)
YFR006W	YFR006W@chrVI:156144-157752(+)
YMR061W	YMR061W@chrXIII:392754-394788(+)
YNL251C	YNL251C@chrXIV:172587-174315(-)
YDR167W	YDR167W@chrIV:789448-790069(+)
YDR239C	YDR239C@chrIV:941056-943420(-)
YOL083W	YOL083W@chrXV:165713-166952(+)
YKL009W	YKL009W@chrXI:426241-426952(+)
YER006C-A	YER006C-A@chrV:164343-164661(-)
YGL119W	YGL119W@chrVII:284441-285947(+)
YLL018C-A	YLL018C-A@chrXII:108675-108972(-)
YLR064W	YLR064W@chrXII:265455-266277(+)
YJR020W	YJR020W@chrX:468000-468333(+)
YGL147C	YGL147C@chrVII:227753-228329(-)
YCR018C	YCR018C@chrIII:148237-148903(-)
YDR471W	YDR471W@chrIV:1401769-1402564(+)
YMR194C-A	YMR194C-A@chrXIII:652911-653136(-)
YMR238W	YMR238W@chrXIII:746352-747729(+)
YPL085W	YPL085W@chrXVI:387066-393654(+)
YEL042W	YEL042W@chrV:73770-75327(+)
YNL010W	YNL010W@chrXIV:613634-614360(+)
YJL213W	YJL213W@chrX:32162-33158(+)
YFR045W	YFR045W@chrVI:241997-242999(+)
YGR285C	YGR285C@chrVII:1061851-1063153(-)
YOR046C	YOR046C@chrXV:414458-415907(-)
YLR110C	YLR110C@chrXII:369696-370098(-)
YMR284W	YMR284W@chrXIII:838186-839995(+)
YOR198C	YOR198C@chrXV:718652-720065(-)
YAR002C-A	YAR002C-A@chrI:154064-154724(-)
YNL021W	YNL021W@chrXIV:593226-595347(+)
YNL141W	YNL141W@chrXIV:359595-360639(+)
YHR201C	YHR201C@chrVIII:499949-501143(-)
YCR093W	YCR093W@chrIII:280116-286443(+)
YEL076C	YEL076C@chrV:4463-5114(-)
YOR118W	YOR118W@chrXV:546856-548560(+)
YHR018C	YHR018C@chrVIII:140010-141402(-)
YGL143C	YGL143C@chrVII:234716-235958(-)
Q0070	Q0070@chrM:13817-23167(+)
YBR087W	YBR087W@chrII:423764-424829(+)
YER015W	YER015W@chrV:184540-186775(+)
YJR106W	YJR106W@chrX:624837-627015(+)
YBR174C	YBR174C@chrII:582337-582652(-)
YLR384C	YLR384C@chrXII:888850-892900(-)
YJL055W	YJL055W@chrX:333356-334094(+)
YLL020C	YLL020C@chrXII:105555-105861(-)
YIL156W	YIL156W@chrIX:48090-51306(+)
YPR030W	YPR030W@chrXVI:627879-631245(+)
YDR346C	YDR346C@chrIV:1167213-1168659(-)
YGR119C	YGR119C@chrVII:728045-729671(-)
YFR032C-B	YFR032C-B@chrVI:223709-223973(-)
YCL068C	YCL068C@chrIII:11502-12285(-)
YNL045W	YNL045W@chrXIV:542962-544978(+)
YBL005W	YBL005W@chrII:217469-220400(+)
YOR326W	YOR326W@chrXV:925720-930445(+)
YDL208W	YDL208W@chrIV:87511-87982(+)
YDR424C	YDR424C@chrIV:1319386-1319841(-)
YCL059C	YCL059C@chrIII:22428-23379(-)
YDL040C	YDL040C@chrIV:378873-381438(-)
YER160C	YER160C@chrV:492855-498124(-)
YMR211W	YMR211W@chrXIII:689082-690510(+)
YER148W	YER148W@chrV:465302-466025(+)
YOR115C	YOR115C@chrXV:538658-539465(-)
YDR390C	YDR390C@chrIV:1254936-1256847(-)
YHR214C-D	YHR214C-D@chrVIII:550647-550941(-)
YBL098W	YBL098W@chrII:39144-40527(+)
YKR082W	YKR082W@chrXI:592824-596298(+)
YGL001C	YGL001C@chrVII:495452-496502(-)
YLR087C	YLR087C@chrXII:306854-315731(-)
YDR432W	YDR432W@chrIV:1328782-1330027(+)
YMR266W	YMR266W@chrXIII:798517-801379(+)
YAL024C	YAL024C@chrI:101564-105872(-)
YML072C	YML072C@chrXIII:124729-129367(-)
YNL061W	YNL061W@chrXIV:510539-512396(+)
YLR241W	YLR241W@chrXII:620472-622821(+)
YPL057C	YPL057C@chrXVI:451908-453057(-)
YDR094W	YDR094W@chrIV:635839-636175(+)
YGR265W	YGR265W@chrVII:1021647-1022058(+)
YBR053C	YBR053C@chrII:339674-340751(-)
snR5	snR5@chrXV:842403-842606(+)
YMR064W	YMR064W@chrXIII:397902-399459(+)
YPL053C	YPL053C@chrXVI:457117-458458(-)
YNL209W	YNL209W@chrXIV:252058-253900(+)
YER002W	YER002W@chrV:156802-157498(+)
YOR236W	YOR236W@chrXV:780905-781541(+)
YHR169W	YHR169W@chrVIII:442180-443476(+)
YOR013W	YOR013W@chrXV:356750-357221(+)
YIL150C	YIL150C@chrIX:61012-62728(-)
YOL138C	YOL138C@chrXV:61324-65350(-)
YGR127W	YGR127W@chrVII:746797-747736(+)
YGR161W-C	YGR161W-C@chrVII:810226-810505(+)
YKL211C	YKL211C@chrXI:36698-38153(-)
YAR029W	YAR029W@chrI:186320-186545(+)
YPL277C	YPL277C@chrXVI:15404-16868(-)
YNR046W	YNR046W@chrXIV:707787-708195(+)
YDL081C	YDL081C@chrIV:309801-310122(-)
YNL210W	YNL210W@chrXIV:250930-251743(+)
YHR190W	YHR190W@chrVIII:484844-486179(+)
RDN25-1	RDN25-1@chrXII:451786-455181(-)
YGR179C	YGR179C@chrVII:853674-854895(-)
YDR224C	YDR224C@chrIV:914316-914712(-)
YBR152W	YBR152W@chrII:546375-547251(+)
YLR306W	YLR306W@chrXII:744150-744851(+)
YMR001C-A	YMR001C-A@chrXIII:271346-271577(-)
YGL260W	YGL260W@chrVII:6859-7090(+)
YCL029C	YCL029C@chrIII:68598-69921(-)
YDR483W	YDR483W@chrIV:1421156-1422485(+)
YGL195W	YGL195W@chrVII:131524-139543(+)
YPR137W	YPR137W@chrXVI:802358-804080(+)
YDR350C	YDR350C@chrIV:1176119-1178174(-)
YPL201C	YPL201C@chrXVI:169769-171155(-)
YEL070W	YEL070W@chrV:19588-21097(+)
YIL164C	YIL164C@chrIX:34086-34686(-)
YAL023C	YAL023C@chrI:106271-108551(-)
YHR073W-A	YHR073W-A@chrVIII:242867-243044(+)
YNL164C	YNL164C@chrXIV:325264-326320(-)
YOR305W	YOR305W@chrXV:889021-889750(+)
YMR016C	YMR016C@chrXIII:303235-305593(-)
YPL149W	YPL149W@chrXVI:271309-272194(+)
YGL206C	YGL206C@chrVII:102542-107504(-)
YKL131W	YKL131W@chrXI:194477-194999(+)
YOL120C	YOL120C@chrXV:93394-94402(-)
YAR068W	YAR068W@chrI:222405-222891(+)
YPL176C	YPL176C@chrXVI:216011-218363(-)
YJR093C	YJR093C@chrX:603219-604203(-)
YJL198W	YJL198W@chrX:60843-63489(+)
YJL007C	YJL007C@chrX:422697-423012(-)
YGL229C	YGL229C@chrVII:64502-66959(-)
YBL028C	YBL028C@chrII:167517-167838(-)
YBR245C	YBR245C@chrII:708149-711539(-)
YMR185W	YMR185W@chrXIII:629024-631970(+)
YER039C-A	YER039C-A@chrV:229262-229481(-)
YER023W	YER023W@chrV:201075-201936(+)
YLR452C	YLR452C@chrXII:1039269-1041366(-)
YDR373W	YDR373W@chrIV:1222758-1223331(+)
YJR072C	YJR072C@chrX:570966-572124(-)
YHR150W	YHR150W@chrVIII:397250-398990(+)
YDR158W	YDR158W@chrIV:770356-771454(+)
YOR382W	YOR382W@chrXV:1059530-1059992(+)
YDL144C	YDL144C@chrIV:198661-199732(-)
YKL051W	YKL051W@chrXI:341311-342373(+)
YFR009W	YFR009W@chrVI:162487-164746(+)
YOR258W	YOR258W@chrXV:811670-812324(+)
YPR002C-A	YPR002C-A@chrXVI:560568-560766(-)
YLR086W	YLR086W@chrXII:302242-306499(+)
YKR080W	YKR080W@chrXI:590394-591357(+)
YFL042C	YFL042C@chrVI:45719-47744(-)
YHR008C	YHR008C@chrVIII:122888-123590(-)
YDL012C	YDL012C@chrIV:431107-431517(-)
YPL204W	YPL204W@chrXVI:164275-165760(+)
YLR197W	YLR197W@chrXII:546096-547611(+)
YHR020W	YHR020W@chrVIII:143995-146062(+)
YHR203C	YHR203C@chrVIII:504475-505530(-)
YLR034C	YLR034C@chrXII:210511-211933(-)
YMR272W-B	YMR272W-B@chrXIII:811088-811196(+)
YJL026W	YJL026W@chrX:392403-393603(+)
YGR129W	YGR129W@chrVII:750399-751047(+)
YLR173W	YLR173W@chrXII:502420-504247(+)
YPL193W	YPL193W@chrXVI:181402-182548(+)
YHR070C-A	YHR070C-A@chrVIII:236101-236512(-)
YJL193W	YJL193W@chrX:71365-72574(+)
YBL104C	YBL104C@chrII:18176-21293(-)
YDR444W	YDR444W@chrIV:1350289-1352353(+)
YLR266C	YLR266C@chrXII:675618-677724(-)
YIL171W-A	YIL171W-A@chrIX:18259-18712(+)
YDL022W	YDL022W@chrIV:411824-413000(+)
YPR150W	YPR150W@chrXVI:830998-831520(+)
YHR032C-A	YHR032C-A@chrVIII:175274-175394(-)
YOR282W	YOR282W@chrXV:846999-847320(+)
YGR130C	YGR130C@chrVII:751393-753844(-)
YDL183C	YDL183C@chrIV:130870-131833(-)
YPR172W	YPR172W@chrXVI:885795-886398(+)
YIL099W	YIL099W@chrIX:178003-179653(+)
YKR052C	YKR052C@chrXI:532549-533464(-)
YDR163W	YDR163W@chrIV:781422-781950(+)
YNL043C	YNL043C@chrXIV:545588-545909(-)
YJL010C	YJL010C@chrX:417561-419562(-)
YEL032W	YEL032W@chrV:86936-89852(+)
YNL299W	YNL299W@chrXIV:66516-68445(+)
YHR039C	YHR039C@chrVIII:184874-186809(-)
YMR011W	YMR011W@chrXIII:288078-289704(+)
YDR175C	YDR175C@chrIV:813192-814152(-)
YOR090C	YOR090C@chrXV:491122-492841(-)
YBR009C	YBR009C@chrII:255372-255684(-)
YDL186W	YDL186W@chrIV:125615-126449(+)
YLR256W	YLR256W@chrXII:646414-650923(+)
YIL014W	YIL014W@chrIX:326102-327995(+)
YDR190C	YDR190C@chrIV:840603-841995(-)
YIR020W-A	YIR020W-A@chrIX:394916-395159(+)
YKL014C	YKL014C@chrXI:411618-416913(-)
YKR044W	YKR044W@chrXI:522014-523346(+)
YER012W	YER012W@chrV:177834-178431(+)
YPR193C	YPR193C@chrXVI:922908-923379(-)
YML043C	YML043C@chrXIII:190243-191767(-)
YGR052W	YGR052W@chrVII:593595-594705(+)
YGR078C	YGR078C@chrVII:639771-640371(-)
YBL052C	YBL052C@chrII:119378-121874(-)
YOR219C	YOR219C@chrXV:752213-755009(-)
YLR080W	YLR080W@chrXII:287915-289250(+)
YPR100W	YPR100W@chrXVI:729790-730213(+)
YNL162W-A	YNL162W-A@chrXIV:330328-330547(+)
YMR021C	YMR021C@chrXIII:317164-318418(-)
YDL112W	YDL112W@chrIV:258914-263225(+)
YNL173C	YNL173C@chrXIV:308956-310057(-)
YPR061C	YPR061C@chrXVI:675976-676882(-)
YHR115C	YHR115C@chrVIII:340108-341359(-)
YDL069C	YDL069C@chrIV:333120-333810(-)
YOR211C	YOR211C@chrXV:738923-741569(-)
YDL188C	YDL188C@chrIV:123864-124998(-)
YNR008W	YNR008W@chrXIV:640395-642381(+)
YKL203C	YKL203C@chrXI:55934-63359(-)
YPL119C	YPL119C@chrXVI:324410-326264(-)
YDL097C	YDL097C@chrIV:285390-286695(-)
YIR022W	YIR022W@chrIX:398732-399236(+)
YER150W	YER150W@chrV:468369-468816(+)
YJR112W	YJR112W@chrX:637029-637635(+)
YJR049C	YJR049C@chrX:526883-528476(-)
YLR007W	YLR007W@chrXII:164391-165402(+)
YGR250C	YGR250C@chrVII:991175-993521(-)
YDR299W	YDR299W@chrIV:1059626-1061231(+)
snR9	snR9@chrXV:407948-408134(-)
YFR043C	YFR043C@chrVI:239113-239827(-)
YDR144C	YDR144C@chrIV:744310-746101(-)
YGR240C-A	YGR240C-A@chrVII:974576-974777(-)
YDR179W-A	YDR179W-A@chrIV:819432-820824(+)
YNL126W	YNL126W@chrXIV:387226-389767(+)
YOR057W	YOR057W@chrXV:432185-433373(+)
YHL036W	YHL036W@chrVIII:26240-27881(+)
YOR278W	YOR278W@chrXV:842816-843644(+)
YHL047C	YHL047C@chrVIII:8350-10213(-)
YBR026C	YBR026C@chrII:292876-294019(-)
YOL018C	YOL018C@chrXV:290880-292074(-)
YLR398C	YLR398C@chrXII:915155-919019(-)
YKL181W	YKL181W@chrXI:107315-108599(+)
YHR051W	YHR051W@chrVIII:209704-210151(+)
YOR356W	YOR356W@chrXV:1007220-1009116(+)
YBR125C	YBR125C@chrII:487198-488380(-)
YER053C-A	YER053C-A@chrV:260932-261046(-)
YDR154C	YDR154C@chrIV:768402-768753(-)
YPL231W	YPL231W@chrXVI:108651-114315(+)
YDR468C	YDR468C@chrIV:1398025-1398700(-)
YFR031C-A	YFR031C-A@chrVI:220506-221418(-)
YBR023C	YBR023C@chrII:284427-287925(-)
YGR117C	YGR117C@chrVII:725048-726479(-)
YLR358C	YLR358C@chrXII:843486-844050(-)
YDR263C	YDR263C@chrIV:994241-995534(-)
YGR153W	YGR153W@chrVII:796091-796745(+)
YBL014C	YBL014C@chrII:199063-201748(-)
YDL145C	YDL145C@chrIV:194570-198176(-)
YDR052C	YDR052C@chrIV:558510-560625(-)
YMR285C	YMR285C@chrXIII:840143-841691(-)
YOR318C	YOR318C@chrXV:911783-912436(-)
YIR011C	YIR011C@chrIX:377286-378246(-)
YER024W	YER024W@chrV:202191-204963(+)
YDL013W	YDL013W@chrIV:429066-430926(+)
YPL091W	YPL091W@chrXVI:375501-376953(+)
YAL054C	YAL054C@chrI:42880-45022(-)
YNL096C	YNL096C@chrXIV:443397-444315(-)
YOR127W	YOR127W@chrXV:561169-564193(+)
YNL130C-A	YNL130C-A@chrXIV:381244-381391(-)
YOL071W	YOL071W@chrXV:196506-196995(+)
YPR013C	YPR013C@chrXVI:584631-585585(-)
YMR144W	YMR144W@chrXIII:553361-554390(+)
YMR141W-A	YMR141W-A@chrXIII:550910-551135(+)
YBR113W	YBR113W@chrII:465565-466048(+)
YGR212W	YGR212W@chrVII:917039-918446(+)
YGL070C	YGL070C@chrVII:374458-374827(-)
YLR006C	YLR006C@chrXII:161754-163893(-)
YPL060W	YPL060W@chrXVI:434522-435764(+)
YMR242C	YMR242C@chrXIII:753224-754220(-)
YDL110C	YDL110C@chrIV:264511-264964(-)
YJR100C	YJR100C@chrX:616350-617334(-)
YGR066C	YGR066C@chrVII:620920-621799(-)
YLR281C	YLR281C@chrXII:704492-704960(-)
YNL070W	YNL070W@chrXIV:493365-493548(+)
YIL132C	YIL132C@chrIX:99859-100501(-)
YKL109W	YKL109W@chrXI:232226-233891(+)
YBR221W-A	YBR221W-A@chrII:666537-666642(+)
YOR306C	YOR306C@chrXV:889866-891432(-)
YCL045C	YCL045C@chrIII:44622-46905(-)
YDR287W	YDR287W@chrIV:1035994-1036873(+)
YLR311C	YLR311C@chrXII:757264-757612(-)
YDL096C	YDL096C@chrIV:286997-287324(-)
YML013W	YML013W@chrXIII:244148-245903(+)
YDR273W	YDR273W@chrIV:1010175-1011273(+)
YCR028C-A	YCR028C-A@chrIII:172949-173440(-)
YPR158C-C	YPR158C-C@chrXVI:854934-856257(-)
YOR225W	YOR225W@chrXV:761391-761721(+)
YNL022C	YNL022C@chrXIV:591426-592899(-)
YJL209W	YJL209W@chrX:38004-39969(+)
YPR025C	YPR025C@chrXVI:613376-614558(-)
YMR180C	YMR180C@chrXIII:622250-623213(-)
YLR248W	YLR248W@chrXII:634251-636084(+)
YHL040C	YHL040C@chrVIII:19087-20971(-)
YJL200C	YJL200C@chrX:56443-58813(-)
YNL211C	YNL211C@chrXIV:250054-250315(-)
YML133W-A	YML133W-A@chrXIII:1609-2185(+)
YKL098W	YKL098W@chrXI:256769-257843(+)
YPL058C	YPL058C@chrXVI:445841-450377(-)
YPL222C-A	YPL222C-A@chrXVI:131869-132115(-)
YPL203W	YPL203W@chrXVI:166255-167398(+)
YGR197C	YGR197C@chrVII:892496-894140(-)
YLR194C	YLR194C@chrXII:540808-541573(-)
YEL032C-A	YEL032C-A@chrV:87039-87201(-)
YPR167C	YPR167C@chrXVI:876846-877632(-)
YGR035W-A	YGR035W-A@chrVII:557564-557786(+)
YBL069W	YBL069W@chrII:90740-92030(+)
YML130C	YML130C@chrXIII:11482-13174(-)
YCR041W	YCR041W@chrIII:200910-201243(+)
YHL008C	YHL008C@chrVIII:92626-94510(-)
YMR217W	YMR217W@chrXIII:701789-703367(+)
YJR010C-A	YJR010C-A@chrX:458076-458361(-)
YNL067W	YNL067W@chrXIV:499680-500256(+)
YFL049W	YFL049W@chrVI:36802-38674(+)
YHR193C-A	YHR193C-A@chrVIII:488652-489027(-)
YGR109W-B	YGR109W-B@chrVII:707609-712254(+)
YKL113C	YKL113C@chrXI:224726-225875(-)
YDL033C	YDL033C@chrIV:392658-393912(-)
YJR018W	YJR018W@chrX:466785-467148(+)
YOR103C	YOR103C@chrXV:516448-516841(-)
YER076W-A	YER076W-A@chrV:313389-313737(+)
YJR075W	YJR075W@chrX:573980-575171(+)
YMR288W	YMR288W@chrXIII:845570-848486(+)
YER079C-A	YER079C-A@chrV:319901-320240(-)
YFR036W	YFR036W@chrVI:226962-227337(+)
YHL014C	YHL014C@chrVIII:76096-77314(-)
YDL128W	YDL128W@chrIV:232651-233887(+)
YDR461W	YDR461W@chrIV:1385175-1385286(+)
YAL028W	YAL028W@chrI:92899-94486(+)
YDL065C	YDL065C@chrIV:336248-337277(-)
YEL017C-A	YEL017C-A@chrV:122797-122929(-)
YHR072W-A	YHR072W-A@chrVIII:241663-241840(+)
YMR326C	YMR326C@chrXIII:923493-923802(-)
YHR052W-A	YHR052W-A@chrVIII:212509-212704(+)
YPR133W-A	YPR133W-A@chrXVI:797556-797709(+)
YBL096C	YBL096C@chrII:43173-43482(-)
YDL061C	YDL061C@chrIV:340627-340798(-)
YNL080C	YNL080C@chrXIV:476931-478032(-)
YPL178W	YPL178W@chrXVI:212157-212784(+)
YBR056W-A	YBR056W-A@chrII:351254-351455(+)
YJR143C	YJR143C@chrX:698325-700614(-)
YML102W	YML102W@chrXIII:68293-69700(+)
YJL163C	YJL163C@chrX:111665-113333(-)
YNL082W	YNL082W@chrXIV:473390-476012(+)
YAL027W	YAL027W@chrI:94686-95472(+)
YIL073C	YIL073C@chrIX:222936-225954(-)
YOR041C	YOR041C@chrXV:408357-408789(-)
snR83	snR83@chrXIII:626349-626654(+)
YDR381C-A	YDR381C-A@chrIV:1238311-1238850(-)
YOL004W	YOL004W@chrXV:316937-321548(+)
YKL059C	YKL059C@chrXI:328117-329443(-)
YOR302W	YOR302W@chrXV:882764-882842(+)
YJR029W	YJR029W@chrX:478343-483612(+)
YDL034W	YDL034W@chrIV:391782-392127(+)
YHR057C	YHR057C@chrVIII:218225-218843(-)
YNR026C	YNR026C@chrXIV:673273-674689(-)
YER111C	YER111C@chrV:382594-385876(-)
YNL239W	YNL239W@chrXIV:200568-201933(+)
YJR077C	YJR077C@chrX:577254-578190(-)
YML011C	YML011C@chrXIII:246894-247428(-)
YOR295W	YOR295W@chrXV:869207-869894(+)
YER136W	YER136W@chrV:439615-440971(+)
YLL067C	YLL067C@chrXII:584-4301(-)
YDR476C	YDR476C@chrIV:1410452-1411127(-)
YPR041W	YPR041W@chrXVI:648703-649921(+)
YOR110W	YOR110W@chrXV:528940-530248(+)
YGL129C	YGL129C@chrVII:267722-269075(-)
YLR268W	YLR268W@chrXII:680199-680844(+)
YGL086W	YGL086W@chrVII:347118-349368(+)
YPL264C	YPL264C@chrXVI:43282-44344(-)
YDR023W	YDR023W@chrIV:489507-490896(+)
YPR151C	YPR151C@chrXVI:831054-831675(-)
YMR296C	YMR296C@chrXIII:859214-860891(-)
YGR233C	YGR233C@chrVII:954673-958210(-)
YGR217W	YGR217W@chrVII:924695-930815(+)
YGL226C-A	YGL226C-A@chrVII:72748-73158(-)
YEL020C-B	YEL020C-B@chrV:117182-117380(-)
YDR437W	YDR437W@chrIV:1337351-1337774(+)
YPL044C	YPL044C@chrXVI:469925-470474(-)
YBR057C	YBR057C@chrII:352192-353293(-)
YAL044W-A	YAL044W-A@chrI:57517-57850(+)
YDR484W	YDR484W@chrIV:1422762-1424688(+)
YPL059W	YPL059W@chrXVI:444578-445031(+)
YBL012C	YBL012C@chrII:203405-203807(-)
YCL039W	YCL039W@chrIII:52644-54882(+)
YBR005W	YBR005W@chrII:245905-246547(+)
YJL032W	YJL032W@chrX:386347-386662(+)
YDR364C	YDR364C@chrIV:1202842-1204210(-)
YDR339C	YDR339C@chrIV:1149950-1150520(-)
YAL042C-A	YAL042C-A@chrI:61230-61608(-)
YCL034W	YCL034W@chrIII:61657-62722(+)
YDR399W	YDR399W@chrIV:1270067-1270733(+)
snR41	snR41@chrXVI:719148-719242(-)
YKL116C	YKL116C@chrXI:221343-222900(-)
YLR410W-B	YLR410W-B@chrXII:941482-946796(+)
YGL217C	YGL217C@chrVII:84838-85180(-)
YIL004C	YIL004C@chrIX:347945-348505(-)
YDR039C	YDR039C@chrIV:531306-534582(-)
YHL038C	YHL038C@chrVIII:23616-25509(-)
YFR038W	YFR038W@chrVI:229379-231941(+)
YBL112C	YBL112C@chrII:2581-2899(-)
YJR096W	YJR096W@chrX:611194-612043(+)
YMR209C	YMR209C@chrXIII:685910-687284(-)
YDR271C	YDR271C@chrIV:1008394-1008766(-)
YOR149C	YOR149C@chrXV:609837-611388(-)
YLR055C	YLR055C@chrXII:251271-253080(-)
YJL088W	YJL088W@chrX:268798-269815(+)
YDR480W	YDR480W@chrIV:1417398-1418370(+)
YLR463C	YLR463C@chrXII:1066264-1066816(-)
YOL077C	YOL077C@chrXV:185847-186723(-)
YKR075C	YKR075C@chrXI:579826-580750(-)
YDL066W	YDL066W@chrIV:334834-336121(+)
YJR015W	YJR015W@chrX:462720-464253(+)
YPL032C	YPL032C@chrXVI:488886-491364(-)
YML073C	YML073C@chrXIII:123226-124172(-)
YDL243C	YDL243C@chrIV:17576-18566(-)
YHR196W	YHR196W@chrVIII:491930-493658(+)
YHR016C	YHR016C@chrVIII:136880-138455(-)
YLR438W	YLR438W@chrXII:1012500-1013775(+)
YOR265W	YOR265W@chrXV:820453-820774(+)
YLR292C	YLR292C@chrXII:719788-720370(-)
YPR034W	YPR034W@chrXVI:639524-640958(+)
YBR266C	YBR266C@chrII:739935-740388(-)
YIL024C	YIL024C@chrIX:308601-309171(-)
YKL065W-A	YKL065W-A@chrXI:315953-316175(+)
YKR064W	YKR064W@chrXI:562546-565138(+)
YMR091C	YMR091C@chrXIII:450057-451365(-)
YER113C	YER113C@chrV:387931-390052(-)
YPL146C	YPL146C@chrXVI:276161-277529(-)
YLR142W	YLR142W@chrXII:425185-426616(+)
YGL013C	YGL013C@chrVII:469091-472298(-)
YJL092W	YJL092W@chrX:257422-260947(+)
YJR157W	YJR157W@chrX:730514-730877(+)
YDR434W	YDR434W@chrIV:1331236-1332841(+)
YMR230W-A	YMR230W-A@chrXIII:733267-733456(+)
YPR179C	YPR179C@chrXVI:893796-895764(-)
YKR101W	YKR101W@chrXI:640539-642504(+)
YLR287C	YLR287C@chrXII:710990-712058(-)
YJL065C	YJL065C@chrX:315053-315557(-)
YNL319W	YNL319W@chrXIV:38641-39082(+)
YLR257W	YLR257W@chrXII:658825-659791(+)
YKL041W	YKL041W@chrXI:360142-360817(+)
YCL035C	YCL035C@chrIII:60840-61173(-)
YBR127C	YBR127C@chrII:491268-492822(-)
YJL179W	YJL179W@chrX:88786-89116(+)
YKR093W	YKR093W@chrXI:615729-617535(+)
YOL145C	YOL145C@chrXV:49554-52788(-)
YHL022C	YHL022C@chrVIII:62960-64157(-)
YDR500C	YDR500C@chrIV:1450197-1450853(-)
YKR014C	YKR014C@chrXI:465366-466071(-)
YGL033W	YGL033W@chrVII:435624-436351(+)
YIL028W	YIL028W@chrIX:302099-302498(+)
YEL049W	YEL049W@chrV:63727-64090(+)
YER003C	YER003C@chrV:157735-159118(-)
YOR028C	YOR028C@chrXV:383532-384420(-)
YPR153W	YPR153W@chrXVI:833688-834245(+)
YGR058W	YGR058W@chrVII:606135-607143(+)
YBR181C	YBR181C@chrII:591711-592774(-)
YNR063W	YNR063W@chrXIV:746942-748766(+)
YHL005C	YHL005C@chrVIII:98827-99220(-)
YHR110W	YHR110W@chrVIII:332281-332920(+)
YDR064W	YDR064W@chrIV:579457-580452(+)
YNL240C	YNL240C@chrXIV:198501-199977(-)
YHL003C	YHL003C@chrVIII:100647-101883(-)
YER048W-A	YER048W-A@chrV:250717-251002(+)
YGR003W	YGR003W@chrVII:500131-502366(+)
YKR006C	YKR006C@chrXI:450422-451217(-)
YFR022W	YFR022W@chrVI:196832-199034(+)
YJL047C-A	YJL047C-A@chrX:349043-349178(-)
YKL073W	YKL073W@chrXI:296429-299075(+)
YJL102W	YJL102W@chrX:231300-233760(+)
YOR203W	YOR203W@chrXV:722564-722918(+)
YGR182C	YGR182C@chrVII:858550-858904(-)
YMR302C	YMR302C@chrXIII:870072-872625(-)
YEL001C	YEL001C@chrV:150300-150978(-)
YOR322C	YOR322C@chrXV:918605-921062(-)
YPL245W	YPL245W@chrXVI:85585-86950(+)
YEL030C-A	YEL030C-A@chrV:94582-94897(-)
YNL171C	YNL171C@chrXIV:315628-315997(-)
YGR025W	YGR025W@chrVII:532638-532941(+)
YNL193W	YNL193W@chrXIV:274367-276044(+)
YHL002C-A	YHL002C-A@chrVIII:102586-103075(-)
YML113W	YML113W@chrXIII:44044-44791(+)
YLR101C	YLR101C@chrXII:342565-342961(-)
YNL029C	YNL029C@chrXIV:577204-578773(-)
YNL003C	YNL003C@chrXIV:624974-625829(-)
YEL018W	YEL018W@chrV:121470-122310(+)
YDL169C	YDL169C@chrIV:158063-158735(-)
YBR228W	YBR228W@chrII:675312-676227(+)
YLR390W-A	YLR390W-A@chrXII:903723-904440(+)
YGL127C	YGL127C@chrVII:270391-270775(-)
YNL133C	YNL133C@chrXIV:374170-374692(-)
YHL009W-A	YHL009W-A@chrVIII:85908-87150(+)
YER133W-A	YER133W-A@chrV:437190-437532(+)
YNL302C	YNL302C@chrXIV:61957-62943(-)
YFL055W	YFL055W@chrVI:17003-18680(+)
YJL052C-A	YJL052C-A@chrX:337883-338003(-)
YKL007W	YKL007W@chrXI:429301-430108(+)
YOR027W	YOR027W@chrXV:381052-382822(+)
YLR370C	YLR370C@chrXII:861717-862254(-)
YIL057C	YIL057C@chrIX:247901-248396(-)
