YIL046W-A	YIL046W-A@chrIX:268116(+)
YBL050W	YBL050W@chrII:125042(+)
YMR301C	YMR301C@chrXIII:869666(-)
YFR027W	YFR027W@chrVI:207435(+)
YHR022C-A	YHR022C-A@chrVIII:151340(-)
YIL137C	YIL137C@chrIX:92816(-)
YER136W	YER136W@chrV:439541(+)
YPL017C	YPL017C@chrXVI:520253(-)
YMR193W	YMR193W@chrXIII:650010(+)
YBR130C	YBR130C@chrII:496929(-)
YKL101W	YKL101W@chrXI:248659(+)
YEL060C	YEL060C@chrV:42008(-)
YGR035C	YGR035C@chrVII:557512(-)
YNL187W	YNL187W@chrXIV:287811(+)
YLR180W	YLR180W@chrXII:515206(+)
YGL144C	YGL144C@chrVII:234546(-)
YDR032C	YDR032C@chrIV:504764(-)
YOR175C	YOR175C@chrXV:661752(-)
YNR071C	YNR071C@chrXIV:771856(-)
YOR311C	YOR311C@chrXV:899975(-)
YEL022W	YEL022W@chrV:111340(+)
YDR042C	YDR042C@chrIV:541261(-)
YGL232W	YGL232W@chrVII:62066(+)
YER157W	YER157W@chrV:484772(+)
YDL019C	YDL019C@chrIV:421727(-)
YDR341C	YDR341C@chrIV:1153647(-)
YER068W	YER068W@chrV:292983(+)
YJL044C	YJL044C@chrX:359725(-)
YDR211W	YDR211W@chrIV:884676(+)
YBR159W	YBR159W@chrII:558632(+)
YBR019C	YBR019C@chrII:278377(-)
YGL070C	YGL070C@chrVII:374860(-)
YBR025C	YBR025C@chrII:291896(-)
YDR444W	YDR444W@chrIV:1350205(+)
YPR110C	YPR110C@chrXVI:746845(-)
YAL027W	YAL027W@chrI:94607(+)
YPL092W	YPL092W@chrXVI:373661(+)
YPL064C	YPL064C@chrXVI:429625(-)
YNL268W	YNL268W@chrXIV:138495(+)
YOL043C	YOL043C@chrXV:249617(-)
YCR025C	YCR025C@chrIII:163990(-)
YDL088C	YDL088C@chrIV:300131(-)
YHR044C	YHR044C@chrVIII:194858(-)
YER066W	YER066W@chrV:289350(+)
YER090W	YER090W@chrV:337882(+)
YBR279W	YBR279W@chrII:761212(+)
YMR153C-A	YMR153C-A@chrXIII:565951(-)
YBR197C	YBR197C@chrII:615886(-)
YDR223W	YDR223W@chrIV:911983(+)
YOR304C-A	YOR304C-A@chrXV:888751(-)
YDR386W	YDR386W@chrIV:1246063(+)
YBR034C	YBR034C@chrII:305999(-)
YDL133C-A	YDL133C-A@chrIV:221819(-)
YOR044W	YOR044W@chrXV:412756(+)
YBR235W	YBR235W@chrII:686820(+)
YBL104C	YBL104C@chrII:21297(-)
YDL035C	YDL035C@chrIV:392341(-)
YLR333C	YLR333C@chrXII:796367(-)
YER069W	YER069W@chrV:295361(+)
YMR067C	YMR067C@chrXIII:405600(-)
YHL011C	YHL011C@chrVIII:81716(-)
YHR049W	YHR049W@chrVIII:206420(+)
YLR390W-A	YLR390W-A@chrXII:903676(+)
YPL163C	YPL163C@chrXVI:242723(-)
YML093W	YML093W@chrXIII:83066(+)
YMR227C	YMR227C@chrXIII:724438(-)
YGR168C	YGR168C@chrVII:834523(-)
YDL005C	YDL005C@chrIV:442333(-)
YER052C	YER052C@chrV:258040(-)
YOL109W	YOL109W@chrXV:110241(+)
YOR058C	YOR058C@chrXV:436496(-)
YOR097C	YOR097C@chrXV:507550(-)
YLR433C	YLR433C@chrXII:1006021(-)
YDR375C	YDR375C@chrIV:1226557(-)
YLR098C	YLR098C@chrXII:339485(-)
YJL168C	YJL168C@chrX:104521(-)
YGR230W	YGR230W@chrVII:951845(+)
YLR215C	YLR215C@chrXII:571900(-)
YKL068W-A	YKL068W-A@chrXI:309161(+)
YOR220W	YOR220W@chrXV:755304(+)
YML025C	YML025C@chrXIII:225407(-)
YCR102C	YCR102C@chrIII:305537(-)
YOL049W	YOL049W@chrXV:238577(+)
YKL008C	YKL008C@chrXI:428592(-)
YKL065C	YKL065C@chrXI:317093(-)
YDR525W-A	YDR525W-A@chrIV:1490568(+)
YMR114C	YMR114C@chrXIII:497503(-)
YPL171C	YPL171C@chrXVI:227402(-)
YNL062C	YNL062C@chrXIV:510241(-)
YMR013W-A	YMR013W-A@chrXIII:297506(+)
YHR204W	YHR204W@chrVIII:506272(+)
YMR023C	YMR023C@chrXIII:321033(-)
YBR177C	YBR177C@chrII:586184(-)
YBR230W-A	YBR230W-A@chrII:680314(+)
YKL217W	YKL217W@chrXI:22177(+)
YDR468C	YDR468C@chrIV:1398794(-)
YGL186C	YGL186C@chrVII:152808(-)
YHR036W	YHR036W@chrVIII:180226(+)
YLL004W	YLL004W@chrXII:141067(+)
YGL179C	YGL179C@chrVII:165179(-)
YJR046W	YJR046W@chrX:522035(+)
YPL270W	YPL270W@chrXVI:30459(+)
YNR058W	YNR058W@chrXIV:734025(+)
YOR356W	YOR356W@chrXV:1007194(+)
YHR119W	YHR119W@chrVIII:345808(+)
YLR049C	YLR049C@chrXII:245363(-)
YFR015C	YFR015C@chrVI:176480(-)
YNL228W	YNL228W@chrXIV:220037(+)
YNL212W	YNL212W@chrXIV:247401(+)
YKL167C	YKL167C@chrXI:134154(-)
YDL030W	YDL030W@chrIV:397476(+)
YMR115W	YMR115W@chrXIII:497656(+)
YER175C	YER175C@chrV:540382(-)
YPL091W	YPL091W@chrXVI:375502(+)
YBL090W	YBL090W@chrII:48818(+)
YNR030W	YNR030W@chrXIV:678738(+)
YGL153W	YGL153W@chrVII:216257(+)
YGL007W	YGL007W@chrVII:483223(+)
YBR170C	YBR170C@chrII:578136(-)
YDR235W	YDR235W@chrIV:933504(+)
YDL089W	YDL089W@chrIV:296527(+)
YNR072W	YNR072W@chrXIV:772120(+)
YKL018C-A	YKL018C-A@chrXI:403920(-)
YJL160C	YJL160C@chrX:118858(-)
YLR321C	YLR321C@chrXII:777879(-)
YHR010W	YHR010W@chrVIII:126489(+)
YIR023W	YIR023W@chrIX:399759(+)
YKL064W	YKL064W@chrXI:317607(+)
YGR002C	YGR002C@chrVII:499915(-)
YJL154C	YJL154C@chrX:134003(-)
YJL019W	YJL019W@chrX:402794(+)
YDR079C-A	YDR079C-A@chrIV:603844(-)
YDL243C	YDL243C@chrIV:19288(-)
YDL153C	YDL153C@chrIV:183044(-)
YLR178C	YLR178C@chrXII:513851(-)
YOL038C-A	YOL038C-A@chrXV:255085(-)
YLL008W	YLL008W@chrXII:131699(+)
YIL089W	YIL089W@chrIX:195513(+)
YGL115W	YGL115W@chrVII:291912(+)
YMR047C	YMR047C@chrXIII:366780(-)
YMR242C	YMR242C@chrXIII:754241(-)
YHR107C	YHR107C@chrVIII:328094(-)
YGL191W	YGL191W@chrVII:144788(+)
YAL008W	YAL008W@chrI:136866(+)
YCR009C	YCR009C@chrIII:131598(-)
YLR284C	YLR284C@chrXII:707083(-)
YDR390C	YDR390C@chrIV:1256876(-)
YGR170W	YGR170W@chrVII:837086(+)
YNL100W	YNL100W@chrXIV:437571(+)
YKL052C	YKL052C@chrXI:340569(-)
YJL194W	YJL194W@chrX:69300(+)
YML097C	YML097C@chrXIII:79739(-)
YKL003C	YKL003C@chrXI:437533(-)
YOR193W	YOR193W@chrXV:710390(+)
YHR081W	YHR081W@chrVIII:267518(+)
YDR506C	YDR506C@chrIV:1461593(-)
YKL071W	YKL071W@chrXI:304342(+)
YBR054W	YBR054W@chrII:342781(+)
YPL116W	YPL116W@chrXVI:329409(+)
YJL057C	YJL057C@chrX:330179(-)
YJL048C	YJL048C@chrX:348727(-)
YMR086C-A	YMR086C-A@chrXIII:443152(-)
YJR069C	YJR069C@chrX:569432(-)
YMR168C	YMR168C@chrXIII:599199(-)
YDL104C	YDL104C@chrIV:274895(-)
YOR335C	YOR335C@chrXV:949226(-)
YHR037W	YHR037W@chrVIII:181921(+)
YDL072C	YDL072C@chrIV:330510(-)
YOR358W	YOR358W@chrXV:1010116(+)
YDR489W	YDR489W@chrIV:1431003(+)
YFL028C	YFL028C@chrVI:80235(-)
YOL019W	YOL019W@chrXV:288756(+)
YDR495C	YDR495C@chrIV:1441204(-)
YKL045W	YKL045W@chrXI:353420(+)
YLR257W	YLR257W@chrXII:658622(+)
YOL026C	YOL026C@chrXV:274364(-)
YCR072C	YCR072C@chrIII:242378(-)
YDL182W	YDL182W@chrIV:133399(+)
YER123W	YER123W@chrV:404625(+)
YJR110W	YJR110W@chrX:633489(+)
YAL011W	YAL011W@chrI:132195(+)
YPL244C	YPL244C@chrXVI:88055(-)
YPL042C	YPL042C@chrXVI:474951(-)
YBR257W	YBR257W@chrII:728831(+)
YKR042W	YKR042W@chrXI:519320(+)
YLR387C	YLR387C@chrXII:897724(-)
YNL039W	YNL039W@chrXIV:555030(+)
YJR032W	YJR032W@chrX:491058(+)
YJL212C	YJL212C@chrX:36281(-)
YER182W	YER182W@chrV:552490(+)
YPR185W	YPR185W@chrXVI:906908(+)
YCR023C	YCR023C@chrIII:160450(-)
YLR148W	YLR148W@chrXII:434611(+)
YPR056W	YPR056W@chrXVI:671103(+)
YGL151W	YGL151W@chrVII:217479(+)
YPL189W	YPL189W@chrXVI:189046(+)
YNL146W	YNL146W@chrXIV:351645(+)
YPL232W	YPL232W@chrXVI:107112(+)
YNL231C	YNL231C@chrXIV:217190(-)
YEL037C	YEL037C@chrV:82762(-)
YGR261C	YGR261C@chrVII:1016791(-)
YOR141C	YOR141C@chrXV:592608(-)
YDR261C	YDR261C@chrIV:979244(-)
YGR099W	YGR099W@chrVII:687819(+)
YKL016C	YKL016C@chrXI:408060(-)
YGL139W	YGL139W@chrVII:245402(+)
YOR313C	YOR313C@chrXV:903370(-)
YOL105C	YOL105C@chrXV:116084(-)
YPR124W	YPR124W@chrXVI:786031(+)
YIL136W	YIL136W@chrIX:93607(+)
YNL263C	YNL263C@chrXIV:147983(-)
YGR223C	YGR223C@chrVII:942265(-)
YHR026W	YHR026W@chrVIII:160729(+)
YBR147W	YBR147W@chrII:536462(+)
YGR193C	YGR193C@chrVII:885830(-)
YNL289W	YNL289W@chrXIV:87826(+)
YKL107W	YKL107W@chrXI:236107(+)
YPR200C	YPR200C@chrXVI:941187(-)
YLR275W	YLR275W@chrXII:694323(+)
YLR221C	YLR221C@chrXII:579069(-)
YKR027W	YKR027W@chrXI:491265(+)
YMR049C	YMR049C@chrXIII:370561(-)
YIR034C	YIR034C@chrIX:420771(-)
YGL236C	YGL236C@chrVII:55805(-)
YJL084C	YJL084C@chrX:278143(-)
YPR166C	YPR166C@chrXVI:876667(-)
YKR064W	YKR064W@chrXI:562503(+)
YJL115W	YJL115W@chrX:196211(+)
YPR036W	YPR036W@chrXVI:643780(+)
YMR204C	YMR204C@chrXIII:671345(-)
YDL160C-A	YDL160C-A@chrIV:169636(-)
YDR323C	YDR323C@chrIV:1114057(-)
YDL180W	YDL180W@chrIV:135764(+)
YPR080W	YPR080W@chrXVI:700563(+)
YEL049W	YEL049W@chrV:63710(+)
YLR146C	YLR146C@chrXII:433755(-)
YMR083W	YMR083W@chrXIII:434734(+)
YBR233W	YBR233W@chrII:683349(+)
YGR197C	YGR197C@chrVII:894341(-)
YHR031C	YHR031C@chrVIII:173011(-)
YGL096W	YGL096W@chrVII:325309(+)
YGR153W	YGR153W@chrVII:796071(+)
YMR005W	YMR005W@chrXIII:275974(+)
YER139C	YER139C@chrV:451346(-)
YLL037W	YLL037W@chrXII:65716(+)
YLR438C-A	YLR438C-A@chrXII:1014240(-)
YBR258C	YBR258C@chrII:730185(-)
YJL049W	YJL049W@chrX:345950(+)
YPR100W	YPR100W@chrXVI:729763(+)
YCR024C-B	YCR024C-B@chrIII:162876(-)
YOR071C	YOR071C@chrXV:461317(-)
YAR002W	YAR002W@chrI:152215(+)
YPL259C	YPL259C@chrXVI:52684(-)
YIR010W	YIR010W@chrIX:375363(+)
YLR296W	YLR296W@chrXII:722709(+)
YMR111C	YMR111C@chrXIII:493874(-)
YPR171W	YPR171W@chrXVI:883792(+)
YGL075C	YGL075C@chrVII:368254(-)
YHR001W	YHR001W@chrVIII:106032(+)
YDR190C	YDR190C@chrIV:842041(-)
YPL011C	YPL011C@chrXVI:534734(-)
YNL131W	YNL131W@chrXIV:378720(+)
YGR274C	YGR274C@chrVII:1043103(-)
YMR143W	YMR143W@chrXIII:551907(+)
YDL141W	YDL141W@chrIV:202800(+)
YCL045C	YCL045C@chrIII:46945(-)
YMR110C	YMR110C@chrXIII:492017(-)
YJL012C	YJL012C@chrX:413414(-)
YNL278W	YNL278W@chrXIV:113155(+)
YIL114C	YIL114C@chrIX:150019(-)
YAL021C	YAL021C@chrI:113403(-)
YGL008C	YGL008C@chrVII:482902(-)
YGR106C	YGR106C@chrVII:699846(-)
YOL144W	YOL144W@chrXV:53050(+)
YDR221W	YDR221W@chrIV:907317(+)
YBR200W	YBR200W@chrII:620817(+)
YGL246C	YGL246C@chrVII:38809(-)
YDR322W	YDR322W@chrIV:1110563(+)
YPL119C-A	YPL119C-A@chrXVI:324399(-)
YBL051C	YBL051C@chrII:124822(-)
YGR283C	YGR283C@chrVII:1060086(-)
YGL201C	YGL201C@chrVII:120974(-)
YIR005W	YIR005W@chrIX:364844(+)
YBL068W	YBL068W@chrII:92382(+)
YGL023C	YGL023C@chrVII:452153(-)
YLR091W	YLR091W@chrXII:322265(+)
YNL200C	YNL200C@chrXIV:264553(-)
YBR076C-A	YBR076C-A@chrII:391670(-)
YML056C	YML056C@chrXIII:164230(-)
YJL046W	YJL046W@chrX:352359(+)
YBL002W	YBL002W@chrII:236469(+)
YBR272C	YBR272C@chrII:747810(-)
YOL119C	YOL119C@chrXV:96397(-)
YDR308C	YDR308C@chrIV:1078490(-)
YJL072C	YJL072C@chrX:305899(-)
YBR016W	YBR016W@chrII:270217(+)
YOR128C	YOR128C@chrXV:566217(-)
YHR001W-A	YHR001W-A@chrVIII:107760(+)
YKR079C	YKR079C@chrXI:589509(-)
YLR258W	YLR258W@chrXII:660649(+)
YJL174W	YJL174W@chrX:94977(+)
YPL131W	YPL131W@chrXVI:303102(+)
YCR071C	YCR071C@chrIII:240580(-)
YNL046W	YNL046W@chrXIV:542303(+)
YJL177W	YJL177W@chrX:90765(+)
YOR363C	YOR363C@chrXV:1023277(-)
YGL127C	YGL127C@chrVII:270826(-)
YOL021C	YOL021C@chrXV:285434(-)
YOL145C	YOL145C@chrXV:52839(-)
YCR053W	YCR053W@chrIII:216656(+)
YBR058C	YBR058C@chrII:356039(-)
YKL178C	YKL178C@chrXI:114670(-)
YNR050C	YNR050C@chrXIV:715427(-)
YLR238W	YLR238W@chrXII:614677(+)
YNL005C	YNL005C@chrXIV:622473(-)
YMR021C	YMR021C@chrXIII:318441(-)
YLR107W	YLR107W@chrXII:364100(+)
YMR187C	YMR187C@chrXIII:636006(-)
YIL028W	YIL028W@chrIX:301566(+)
YJL131C	YJL131C@chrX:165379(-)
YDL189W	YDL189W@chrIV:121987(+)
YJR002W	YJR002W@chrX:438835(+)
YBR063C	YBR063C@chrII:368317(-)
YPR002W	YPR002W@chrXVI:558372(+)
YDR482C	YDR482C@chrIV:1420852(-)
YML112W	YML112W@chrXIII:45036(+)
YJL201W	YJL201W@chrX:54354(+)
YJL036W	YJL036W@chrX:378706(+)
YDR359C	YDR359C@chrIV:1195199(-)
YPR008W	YPR008W@chrXVI:572701(+)
YEL002C	YEL002C@chrV:150064(-)
YLR249W	YLR249W@chrXII:636740(+)
YLR204W	YLR204W@chrXII:552240(+)
YNR002C	YNR002C@chrXIV:633896(-)
YGR050C	YGR050C@chrVII:592519(-)
YDR100W	YDR100W@chrIV:654973(+)
YJR139C	YJR139C@chrX:690588(-)
YDR470C	YDR470C@chrIV:1401305(-)
YML069W	YML069W@chrXIII:135443(+)
YGR068C	YGR068C@chrVII:627120(-)
YPL199C	YPL199C@chrXVI:172767(-)
YBL097W	YBL097W@chrII:40773(+)
YPR082C	YPR082C@chrXVI:704664(-)
YMR196W	YMR196W@chrXIII:654999(+)
YNL045W	YNL045W@chrXIV:542953(+)
YKR101W	YKR101W@chrXI:640530(+)
YKL196C	YKL196C@chrXI:75581(-)
YGR202C	YGR202C@chrVII:904846(-)
YBR162C	YBR162C@chrII:564706(-)
YHR005C	YHR005C@chrVIII:114961(-)
YBR274W	YBR274W@chrII:749544(+)
YKL007W	YKL007W@chrXI:429261(+)
YCR007C	YCR007C@chrIII:127390(-)
YJL147C	YJL147C@chrX:142648(-)
YOR127W	YOR127W@chrXV:560907(+)
YLL055W	YLL055W@chrXII:29805(+)
YLR396C	YLR396C@chrXII:912367(-)
YPR133C	YPR133C@chrXVI:797285(-)
YJL051W	YJL051W@chrX:339712(+)
YOR060C	YOR060C@chrXV:441200(-)
YNL004W	YNL004W@chrXIV:622895(+)
YGR173W	YGR173W@chrVII:843810(+)
YBR237W	YBR237W@chrII:691925(+)
YMR316C-B	YMR316C-B@chrXIII:907978(-)
YMR116C	YMR116C@chrXIII:500717(-)
YPL265W	YPL265W@chrXVI:40920(+)
YDR257C	YDR257C@chrIV:971487(-)
YEL021W	YEL021W@chrV:116134(+)
YMR030W	YMR030W@chrXIII:330617(+)
YGL220W	YGL220W@chrVII:81432(+)
YDR318W	YDR318W@chrIV:1103742(+)
YBL063W	YBL063W@chrII:101886(+)
YGR196C	YGR196C@chrVII:892226(-)
YNR014W	YNR014W@chrXIV:652414(+)
YNR047W	YNR047W@chrXIV:708458(+)
YLR424W	YLR424W@chrXII:973374(+)
YNR061C	YNR061C@chrXIV:743626(-)
YMR181C	YMR181C@chrXIII:624258(-)
YOR004W	YOR004W@chrXV:333548(+)
YFL038C	YFL038C@chrVI:56010(-)
YEL009C	YEL009C@chrV:140334(-)
YIL036W	YIL036W@chrIX:285516(+)
YDR167W	YDR167W@chrIV:789417(+)
YLR266C	YLR266C@chrXII:677747(-)
YER121W	YER121W@chrV:402354(+)
YBR028C	YBR028C@chrII:296083(-)
YNL314W	YNL314W@chrXIV:44444(+)
YGR188C	YGR188C@chrVII:875162(-)
YCR020W-B	YCR020W-B@chrIII:155288(+)
YMR266W	YMR266W@chrXIII:798482(+)
YLR239C	YLR239C@chrXII:617333(-)
YBR298C	YBR298C@chrII:804872(-)
YLR116W	YLR116W@chrXII:380818(+)
YMR163C	YMR163C@chrXIII:586533(-)
YDR200C	YDR200C@chrIV:856158(-)
YNR052C	YNR052C@chrXIV:720741(-)
YGL174W	YGL174W@chrVII:174528(+)
YLR108C	YLR108C@chrXII:368184(-)
YIR035C	YIR035C@chrIX:421810(-)
YER181C	YER181C@chrV:552405(-)
YLR457C	YLR457C@chrXII:1056780(-)
YCR034W	YCR034W@chrIII:190566(+)
YER091C	YER091C@chrV:342237(-)
YDL051W	YDL051W@chrIV:363929(+)
YDL229W	YDL229W@chrIV:44035(+)
YOL016C	YOL016C@chrXV:296226(-)
YGR165W	YGR165W@chrVII:829062(+)
YDR002W	YDR002W@chrIV:453016(+)
YDR328C	YDR328C@chrIV:1126085(-)
YHR120W	YHR120W@chrVIII:349547(+)
YDL207W	YDL207W@chrIV:88210(+)
YPL181W	YPL181W@chrXVI:203296(+)
YBR038W	YBR038W@chrII:311861(+)
YLR267W	YLR267W@chrXII:678144(+)
YNL091W	YNL091W@chrXIV:452267(+)
YMR283C	YMR283C@chrXIII:836999(-)
YLR004C	YLR004C@chrXII:159560(-)
YHR167W	YHR167W@chrVIII:439290(+)
YMR004W	YMR004W@chrXIII:273957(+)
YLR254C	YLR254C@chrXII:645074(-)
YMR199W	YMR199W@chrXIII:662446(+)
YJR010W	YJR010W@chrX:456160(+)
YLR068W	YLR068W@chrXII:270983(+)
YCL026C-A	YCL026C-A@chrIII:75362(-)
YBR009C	YBR009C@chrII:255723(-)
YER168C	YER168C@chrV:522712(-)
YPL137C	YPL137C@chrXVI:296718(-)
YOL095C	YOL095C@chrXV:141380(-)
YER146W	YER146W@chrV:462539(+)
YKL034W	YKL034W@chrXI:371728(+)
YER074W	YER074W@chrV:306297(+)
YJR125C	YJR125C@chrX:656023(-)
YBR093C	YBR093C@chrII:430986(-)
YJL143W	YJL143W@chrX:147055(+)
YDR313C	YDR313C@chrIV:1090098(-)
YIL010W	YIL010W@chrIX:334843(+)
YHR070W	YHR070W@chrVIII:234863(+)
YCL033C	YCL033C@chrIII:63293(-)
YBR210W	YBR210W@chrII:645512(+)
YBR128C	YBR128C@chrII:494161(-)
YLR286W-A	YLR286W-A@chrXII:708416(+)
YPL087W	YPL087W@chrXVI:383324(+)
YDL212W	YDL212W@chrIV:78404(+)
YKL053C-A	YKL053C-A@chrXI:339528(-)
YGL063C-A	YGL063C-A@chrVII:384651(-)
YNL063W	YNL063W@chrXIV:507634(+)
YDL045W-A	YDL045W-A@chrIV:372224(+)
YJR132W	YJR132W@chrX:669461(+)
YCL001W	YCL001W@chrIII:111890(+)
YMR158C-A	YMR158C-A@chrXIII:574403(-)
YOL112W	YOL112W@chrXV:106534(+)
YGR055W	YGR055W@chrVII:599384(+)
YBR207W	YBR207W@chrII:635094(+)
YPL045W	YPL045W@chrXVI:467157(+)
YPR032W	YPR032W@chrXVI:634073(+)
YMR298W	YMR298W@chrXIII:863797(+)
YPL041C	YPL041C@chrXVI:475780(-)
YNL166C	YNL166C@chrXIV:323575(-)
YEL034W	YEL034W@chrV:85623(+)
YKR074W	YKR074W@chrXI:579165(+)
YLR413W	YLR413W@chrXII:951106(+)
YDL161W	YDL161W@chrIV:167698(+)
YOR179C	YOR179C@chrXV:672446(-)
YHL040C	YHL040C@chrVIII:21003(-)
YDR135C	YDR135C@chrIV:727621(-)
YOR217W	YOR217W@chrXV:749214(+)
YPR104C	YPR104C@chrXVI:736709(-)
YMR107W	YMR107W@chrXIII:482976(+)
YLR362W	YLR362W@chrXII:849836(+)
YOR084W	YOR084W@chrXV:480574(+)
YNR026C	YNR026C@chrXIV:674725(-)
YLL058W	YLL058W@chrXII:23509(+)
YDL061C	YDL061C@chrIV:341251(-)
YGL055W	YGL055W@chrVII:398566(+)
YKL105C	YKL105C@chrXI:242782(-)
YHL033C	YHL033C@chrVIII:36045(-)
YCL047C	YCL047C@chrIII:44448(-)
YGR122C-A	YGR122C-A@chrVII:736012(-)
YDR151C	YDR151C@chrIV:765271(-)
YHR045W	YHR045W@chrVIII:195421(+)
YDL053C	YDL053C@chrIV:362454(-)
YOL130W	YOL130W@chrXV:74148(+)
YIL046W	YIL046W@chrIX:268592(+)
YAL009W	YAL009W@chrI:135854(+)
YKL152C	YKL152C@chrXI:164408(-)
YOR381W-A	YOR381W-A@chrXV:1058030(+)
YOR015W	YOR015W@chrXV:359957(+)
YOR273C	YOR273C@chrXV:836515(-)
YPL114W	YPL114W@chrXVI:335938(+)
YBR109C	YBR109C@chrII:458406(-)
YGR157W	YGR157W@chrVII:802187(+)
YJL056C	YJL056C@chrX:333174(-)
YJL097W	YJL097W@chrX:245550(+)
YER035W	YER035W@chrV:222564(+)
YPL154C	YPL154C@chrXVI:261194(-)
YDR399W	YDR399W@chrIV:1269999(+)
YBR254C	YBR254C@chrII:724276(-)
YGR208W	YGR208W@chrVII:911838(+)
YLR352W	YLR352W@chrXII:831001(+)
YDL094C	YDL094C@chrIV:292193(-)
YMR055C	YMR055C@chrXIII:387050(-)
YDR171W	YDR171W@chrIV:806535(+)
YLR080W	YLR080W@chrXII:287898(+)
YER095W	YER095W@chrV:349913(+)
YER088W-B	YER088W-B@chrV:335910(+)
YJR142W	YJR142W@chrX:697125(+)
YNL020C	YNL020C@chrXIV:597667(-)
YMR194W	YMR194W@chrXIII:651128(+)
YNL244C	YNL244C@chrXIV:187529(-)
YLR007W	YLR007W@chrXII:164378(+)
YER031C	YER031C@chrV:214781(-)
YDR357C	YDR357C@chrIV:1189646(-)
YNL329C	YNL329C@chrXIV:22651(-)
YGL252C	YGL252C@chrVII:27497(-)
YGL085W	YGL085W@chrVII:349571(+)
YML058W	YML058W@chrXIII:159361(+)
YOL123W	YOL123W@chrXV:87464(+)
YLR429W	YLR429W@chrXII:990746(+)
YDR424C	YDR424C@chrIV:1319867(-)
YAL022C	YAL022C@chrI:110446(-)
YLR043C	YLR043C@chrXII:232059(-)
YGR001C	YGR001C@chrVII:498052(-)
YDL217C	YDL217C@chrIV:68766(-)
YEL053C	YEL053C@chrV:56185(-)
YDR192C	YDR192C@chrIV:844906(-)
YIL159W	YIL159W@chrIX:41801(+)
YLR072W	YLR072W@chrXII:278842(+)
YNL221C	YNL221C@chrXIV:233757(-)
YJL031C	YJL031C@chrX:387442(-)
YPL174C	YPL174C@chrXVI:222908(-)
YJL092W	YJL092W@chrX:257209(+)
YNL227C	YNL227C@chrXIV:222487(-)
YPR003C	YPR003C@chrXVI:563823(-)
YPL212C	YPL212C@chrXVI:153190(-)
YER001W	YER001W@chrV:153471(+)
YBL033C	YBL033C@chrII:159721(-)
YNL232W	YNL232W@chrXIV:214863(+)
YDR254W	YDR254W@chrIV:965034(+)
YJR018W	YJR018W@chrX:466576(+)
YDR342C	YDR342C@chrIV:1156019(-)
YBR071W	YBR071W@chrII:380339(+)
YMR310C	YMR310C@chrXIII:896706(-)
YDR304C	YDR304C@chrIV:1072587(-)
YHL047C	YHL047C@chrVIII:10237(-)
YOR312C	YOR312C@chrXV:901220(-)
YDR244W	YDR244W@chrIV:950538(+)
YLR345W	YLR345W@chrXII:820440(+)
YLR074C	YLR074C@chrXII:282490(-)
YOR208W	YOR208W@chrXV:733740(+)
YAL031C	YAL031C@chrI:87078(-)
YOR086C	YOR086C@chrXV:486972(-)
YDR508C	YDR508C@chrIV:1468488(-)
YDL178W	YDL178W@chrIV:139497(+)
YLR363W-A	YLR363W-A@chrXII:853451(+)
YLR250W	YLR250W@chrXII:640273(+)
YOL076W	YOL076W@chrXV:187002(+)
YOL146W	YOL146W@chrXV:48851(+)
YER067W	YER067W@chrV:291990(+)
YOR233W	YOR233W@chrXV:775668(+)
YMR001C	YMR001C@chrXIII:271334(-)
YEL036C	YEL036C@chrV:84697(-)
YOR108W	YOR108W@chrXV:522949(+)
YPR174C	YPR174C@chrXVI:888741(-)
YDL160C	YDL160C@chrIV:172214(-)
YHR021C	YHR021C@chrVIII:148704(-)
YOR329C	YOR329C@chrXV:939465(-)
YKL026C	YKL026C@chrXI:389997(-)
YDR111C	YDR111C@chrIV:679985(-)
YBR161W	YBR161W@chrII:561407(+)
YPR137W	YPR137W@chrXVI:802280(+)
YGR013W	YGR013W@chrVII:514531(+)
YGR076C	YGR076C@chrVII:637601(-)
YPL204W	YPL204W@chrXVI:164090(+)
YPR108W	YPR108W@chrXVI:742374(+)
YDL135C	YDL135C@chrIV:219333(-)
YNL116W	YNL116W@chrXIV:408280(+)
YHR154W	YHR154W@chrVIII:402919(+)
YGR255C	YGR255C@chrVII:1004055(-)
YPL172C	YPL172C@chrXVI:225869(-)
YOR308C	YOR308C@chrXV:896411(-)
YLR220W	YLR220W@chrXII:576672(+)
YPL241C	YPL241C@chrXVI:96266(-)
YKL191W	YKL191W@chrXI:81005(+)
YLR326W	YLR326W@chrXII:782099(+)
YIL071C	YIL071C@chrIX:230006(-)
YNL008C	YNL008C@chrXIV:618268(-)
YPL034W	YPL034W@chrXVI:486378(+)
YKR021W	YKR021W@chrXI:479165(+)
YIL142W	YIL142W@chrIX:83275(+)
YNR024W	YNR024W@chrXIV:672393(+)
YOR371C	YOR371C@chrXV:1034301(-)
YJR115W	YJR115W@chrX:639885(+)
YIL077C	YIL077C@chrIX:215970(-)
YDR061W	YDR061W@chrIV:574109(+)
YBR111C	YBR111C@chrII:461881(-)
YDR005C	YDR005C@chrIV:458211(-)
YJR107W	YJR107W@chrX:627050(+)
YDL121C	YDL121C@chrIV:245593(-)
YPL090C	YPL090C@chrXVI:378424(-)
YJL198W	YJL198W@chrX:60794(+)
YDR416W	YDR416W@chrIV:1298369(+)
YPL056C	YPL056C@chrXVI:453915(-)
